,url,plist,movieidlist,plotrepr
30,https://www.imdb.com/list/ls050879852/,['ugly girl gets makeover'],"['tt0155776', 'tt0377092', 'tt1451802', 'tt0088847', 'tt0455967', 'tt0160862', 'tt0241760', 'tt0454945', 'tt1131734', 'tt0098453', 'tt0212346', 'tt0795403', 'tt0964516', 'tt0259446', 'tt0077631', 'tt0247638', 'tt0458352', 'tt0120631', 'tt0151738', 'tt0100405', 'tt0088847', 'tt0112697', 'tt0277371', 'tt0050419', 'tt0120148', 'tt0368975', 'tt1327801', 'tt1282140', 'tt0852713', 'tt0120148', 'tt0368975', 'tt0047437', 'tt0330373', 'tt0267913', 'tt0118688', 'tt0102343', 'tt0092890', 'tt1279935', 'tt0042332', 'tt0356470', 'tt0058385', 'tt0098308', 'tt0092718', 'tt0120032', 'tt0107614', 'tt0164114', 'tt0145487', 'tt1570728', 'tt0308878', 'tt0386588', 'tt0096579', 'tt0964587', 'tt0815244', 'tt0120762', 'tt1135300', 'tt0101414', 'tt0472160', 'tt0337563', 'tt0974661', 'tt0940642', 'tt1337672', 'tt0481046', 'tt1117666', 'tt0880249', 'tt0366780', 'tt0115082', 'tt1743904', 'tt0805669', 'tt0118276', 'tt0417299', 'tt0134247', 'tt0315093', 'tt0147800', 'tt0250494', 'tt0286499', 'tt0800369', 'tt0279600', 'tt1152398', 'tt0117979', 'tt0401815', 'tt2057441', 'tt0363307', 'tt1392170', 'tt0200550', 'tt0094332', 'tt0115963', 'tt0475944', 'tt0429591', 'tt0206275', 'tt0252076', 'tt1737586', 'tt2429074', 'tt1758795', 'tt1280822', 'tt2377132', 'tt1951264', 'tt1767256']",ugly girl gets makeover
31,https://www.imdb.com/list/ls051115338/,"['it rains', 'it rains the whole time']","['tt0087957', 'tt0099938', 'tt0103859', 'tt0107290', 'tt0120696', 'tt0113497', 'tt0097388', 'tt0115798', 'tt0097441', 'tt0313443', 'tt0110475', 'tt0059711', 'tt0208003', 'tt0109830', 'tt0111161', 'tt0141098', 'tt0112305', 'tt0159365', 'tt0199232', 'tt0177971', 'tt0162222', 'tt0117108', 'tt0086465', 'tt0104291', 'tt0094898']",it rains
32,https://www.imdb.com/list/ls054393241/,"['bad boy falls in love', 'bad guy saves girl', 'girl falls in love with bad guy', 'girl falls in love with villain', 'jock falls for nerd', 'popular guy falls for nerd', 'unpopular girl gets the guy', 'bad boy falls for good girl', 'bad guy falls for good girl', 'good girl falls for bad guy', 'girl falls for bad boy', 'popular boy falls for nerd', 'popular girl falls for unpopular guy']","['tt0281358', 'tt0435679', 'tt0147800', 'tt1570728', 'tt0066011', 'tt0048545', 'tt0086066', 'tt0101748', 'tt0482527', 'tt0454945', 'tt0139134', 'tt0077631', 'tt0760166', 'tt0377092', 'tt0160862', 'tt0164114', 'tt0088128', 'tt0094006', 'tt0112697', 'tt1032815', 'tt0462590', 'tt0151738', 'tt0086525', 'tt0206275', 'tt0241760']",bad guy saves girl
33,https://www.imdb.com/list/ls054473727/,['cars come to life'],"['tt0085333', 'tt0075809', 'tt0067023', 'tt0091499', 'tt0086014', 'tt0071717', 'tt0080853', 'tt0100917', 'tt1028528', 'tt0072856']",cars come to life
34,https://www.imdb.com/list/ls054685591/,"['main character dies', 'the main character dies', 'a main character dies']","['tt0172495', 'tt0081505', 'tt0206634', 'tt0421715', 'tt0450259', 'tt0959337', 'tt0407887', 'tt0105236', 'tt0120815', 'tt0169547', 'tt0120338', 'tt0056172', 'tt0242653', 'tt0480249', 'tt0332452', 'tt0434409', 'tt0112573', 'tt0107818', 'tt0203009', 'tt0416449', 'tt0064115', 'tt0289879', 'tt0120591', 'tt0408236', 'tt0177971', 'tt0405159', 'tt0103644', 'tt0103074', 'tt0086250', 'tt0332280', 'tt0068646', 'tt0783233', 'tt0825232', 'tt0113277', 'tt0328107', 'tt0099674', 'tt0335345', 'tt0758758', 'tt0112817']",main character dies
35,https://www.imdb.com/list/ls055539045/,['earth is in danger'],"['tt1190080', 'tt0898367', 'tt0407304', 'tt0289043', 'tt0463854', 'tt1440129', 'tt1038686', 'tt0206634', 'tt0433362', 'tt1133985', 'tt0113497', 'tt0063442', 'tt1318514', 'tt1307068', 'tt1259521', 'tt0455407', 'tt0884328', 'tt1756799', 'tt0319262', 'tt0970416', 'tt0949731', 'tt0253556', 'tt0448134', 'tt0056869', 'tt0120655', 'tt1362058', 'tt1156398', 'tt0063350', 'tt0363547', 'tt1253864', 'tt0444682', 'tt0120667', 'tt0119116', 'tt0371724', 'tt0113409', 'tt0448011', 'tt0103064', 'tt0133093', 'tt0114746', 'tt0097889', 'tt0324197', 'tt0072730', 'tt0085404', 'tt0102757', 'tt0057012', 'tt0910970', 'tt1527186', 'tt0053137', 'tt0076299', 'tt0077745']",earth is in danger
36,https://www.imdb.com/list/ls055859064/,['someone goes to jail'],"['tt0120689', 'tt0111161', 'tt1567609', 'tt0061512', 'tt0106469', 'tt0079116', 'tt1197624', 'tt0421206', 'tt1156466', 'tt0443676', 'tt0070511', 'tt0250258', 'tt2119474', 'tt0997152', 'tt0452608', 'tt0490086', 'tt1117385', 'tt0204137', 'tt1242422', 'tt0454987', 'tt0118880', 'tt0398165', 'tt0339135', 'tt1211956', 'tt1592525', 'tt1423995', 'tt1172570', 'tt0871867', 'tt0297162', 'tt0118421', 'tt0455275']",someone goes to jail
37,https://www.imdb.com/list/ls056375239/,"['you make choices', 'you can make choices']","['tt1675434', 'tt0172495', 'tt0118617', 'tt0120586', 'tt0120800', 'tt0101921', 'tt0878804', 'tt0421206', 'tt1291584', 'tt0108052', 'tt0431308', 'tt0308644', 'tt0266987', 'tt0068646', 'tt0375679', 'tt0110357', 'tt0058331', 'tt1345836', 'tt0264464']",you make choices
38,https://www.imdb.com/list/ls056440903/,"['enemies fall in love', 'hate turns to love', 'characters hate each other then fall in love', 'enemies become lovers']","['tt2294629', 'tt1723121', 'tt1670345', 'tt1045658', 'tt1598828', 'tt1570728', 'tt1637688', 'tt1152398', 'tt1598822', 'tt1564367', 'tt1216492', 'tt1055292', 'tt0817177', 'tt0892318', 'tt1038919', 'tt0473075', 'tt0892769', 'tt0398286', 'tt1041829', 'tt1142988', 'tt1319746', 'tt0780521', 'tt0865559', 'tt0499549', 'tt1093908', 'tt1095174', 'tt1033643', 'tt0988595', 'tt0455824', 'tt0981227', 'tt0486655', 'tt0481141', 'tt0461770', 'tt0482527', 'tt0414387', 'tt0402894', 'tt0372532', 'tt0425123', 'tt0368933', 'tt0360139', 'tt0323033', 'tt0332280', 'tt0251127', 'tt0337741', 'tt0309530', 'tt0313737', 'tt0256415', 'tt0281358', 'tt0243155', 'tt0244970', 'tt0126029', 'tt0207201', 'tt0147800', 'tt0163187', 'tt0216048', 'tt0139134', 'tt0164114', 'tt0160862', 'tt0128853', 'tt0143808', 'tt0119822', 'tt0119896', 'tt0118617', 'tt0117104', 'tt0113117', 'tt0114388', 'tt0114148', 'tt0110099', 'tt0111333', 'tt0104231', 'tt0103855', 'tt0101414', 'tt0099699', 'tt0098635', 'tt0093565', 'tt0092605', 'tt0092718', 'tt0091867', 'tt0088847', 'tt0076759', 'tt0059742', 'tt0058385', 'tt0045891', 'tt0045152', 'tt0031381', 'tt0112697', 'tt5304992', 'tt2771200', 'tt3783958']",hate turns to love
39,https://www.imdb.com/list/ls058169814/,['evil wins'],"['tt0114369', 'tt0114814', 'tt0387564', 'tt1127180', 'tt0073486', 'tt0087803', 'tt0117381', 'tt0435625', 'tt0096163', 'tt0209144', 'tt0137523', 'tt0137363', 'tt0088846', 'tt0102926', 'tt0066921', 'tt0477348', 'tt0469494', 'tt0119167', 'tt0063522', 'tt0070917', 'tt0416320', 'tt0309698', 'tt0075005', 'tt0114746', 'tt0075314', 'tt0119081', 'tt0384537', 'tt0212985', 'tt0110632', 'tt1130884', 'tt0071315', 'tt0364569', 'tt0079714', 'tt0195714', 'tt0450278', 'tt0264616', 'tt0397101', 'tt0263488', 'tt0184858', 'tt0087800', 'tt0092563', 'tt0099763', 'tt0244244', 'tt0463854', 'tt0288477', 'tt0077402', 'tt0083907', 'tt2085059', 'tt0884328', 'tt0119099', 'tt0142688', 'tt1020530', 'tt1259521', 'tt0115988', 'tt0098084', 'tt0103772', 'tt0363988', 'tt0113409', 'tt0134119', 'tt0338564', 'tt0113247', 'tt0121766', 'tt0080684', 'tt0077745', 'tt0120201', 'tt0104692', 'tt0106856', 'tt0325805', 'tt0084787', 'tt2267998', 'tt1922777', 'tt0985699', 'tt1462758', 'tt0470752', 'tt4547056', 'tt4263482', 'tt1242460', 'tt3235888', 'tt4291600']",evil wins
40,https://www.imdb.com/list/ls058962520/,"['everyone dies', 'no one survives']","['tt0414982', 'tt1622979', 'tt1144884', 'tt0469111', 'tt0420294', 'tt0384537', 'tt0230600', 'tt0790686', 'tt1649444', 'tt1905040', 'tt0758746', 'tt0455760', 'tt1464535', 'tt0286306', 'tt1640218', 'tt1991245', 'tt0185937', 'tt0800069', 'tt1687889', 'tt0303816', 'tt0961722', 'tt1467304', 'tt1241330', 'tt1029234', 'tt0251736', 'tt0837796', 'tt1433822', 'tt0498353', 'tt1259521', 'tt2103217', 'tt0804555', 'tt1865567', 'tt2375779', 'tt0123755', 'tt0285492', 'tt0377713', 'tt2450186', 'tt0098084', 'tt0482606', 'tt1504403', 'tt1020530', 'tt2752758', 'tt0470705', 'tt1331307', 'tt0465430', 'tt0907676', 'tt0455407', 'tt1612774']",everyone dies
41,https://www.imdb.com/list/ls059659672/,"['hero dies', 'the hero dies']","['tt0046303', 'tt0172495', 'tt0480249', 'tt0349710', 'tt0381849', 'tt0242653', 'tt0119099', 'tt0416449', 'tt0457430', 'tt0120689', 'tt0118799', 'tt1535108', 'tt0114746', 'tt0182789', 'tt1201607', 'tt0112573', 'tt0120815', 'tt1343092', 'tt0203009', 'tt0434409', 'tt0223897', 'tt0914798', 'tt0328107', 'tt0453467', 'tt0120591', 'tt0069113', 'tt0054331', 'tt0450259', 'tt0332452']",hero dies
42,https://www.imdb.com/list/ls059787680/,['students fall in love with teachers'],"['tt2201548', 'tt0465551', 'tt0254686', 'tt0116336', 'tt1409004', 'tt0085980', 'tt0323120', 'tt0380609', 'tt1872818', 'tt0290145']",students fall in love with teachers
43,https://www.imdb.com/list/ls062201536/,"[""lovers can't be together""]","['tt3783958', 'tt0112579', 'tt2024519', 'tt0113627', 'tt1174732', 'tt1120985', 'tt1022603', 'tt1405365', 'tt0335266', 'tt0780504', 'tt0989757', 'tt0976051', 'tt1403981', 'tt0281358', 'tt0099653', 'tt0120632', 'tt1972779', 'tt2486678', 'tt0110322', 'tt0119738', 'tt0314331', 'tt1294688', 'tt0120338', 'tt0099487', 'tt0174480', 'tt0162346', 'tt0783233', 'tt0066011', 'tt0104237', 'tt1758692', 'tt1999987', 'tt0814314', 'tt0452694', 'tt0434409', 'tt1563738', 'tt0431308', 'tt0900387', 'tt1568346', 'tt2103264', 'tt0118842', 'tt1263670', 'tt0368619', 'tt1872818', 'tt0101316', 'tt0119558', 'tt2994190', 'tt4034228', 'tt2965412', 'tt2265398', 'tt2402927', 'tt1313139', 'tt0443465', 'tt2674426', 'tt2459156', 'tt4428762', 'tt3136112', 'tt1441953', 'tt1464763', 'tt6119856', 'tt4830786', 'tt4943322', 'tt0200669', 'tt5726616', 'tt3722062', 'tt6336270']",lovers can't be together
44,https://www.imdb.com/list/ls063317276/,"['enemies fall in love', 'hate turns to love', 'characters hate each other then fall in love', 'haters become lovers']","['tt1041829', 'tt2674426', 'tt0988595', 'tt0892318', 'tt0281358', 'tt0147800', 'tt1055292', 'tt0770703', 'tt0402894', 'tt0486655', 'tt1327194', 'tt1666801', 'tt1216492', 'tt1142988', 'tt1152398', 'tt3797868', 'tt1294226', 'tt0112697', 'tt1981677', 'tt0309530', 'tt0360139', 'tt2205697', 'tt1596350', 'tt1086772', 'tt0473075', 'tt1588173', 'tt1840309', 'tt1435513', 'tt0368933', 'tt1538403', 'tt1392170', 'tt0455824', 'tt1093908', 'tt1013743', 'tt0817177', 'tt1517260', 'tt0462590', 'tt0814255', 'tt0461770', 'tt0323033', 'tt1095174', 'tt1598828', 'tt1038919', 'tt1723121', 'tt1670345', 'tt2294629', 'tt0118617', 'tt0088847', 'tt1298650', 'tt1133985', 'tt0241527', 'tt0865559', 'tt0327679', 'tt5231402', 'tt0368933', 'tt0416508']",hate turns to love
45,https://www.imdb.com/list/ls063634819/,['you get to pick what happens'],"['tt0093058', 'tt0068646', 'tt0059646', 'tt0246578', 'tt0172493', 'tt0266697', 'tt0378194', 'tt0180093', 'tt1421051', 'tt0032138', 'tt0384793', 'tt0437863', 'tt0057012', 'tt0377092', 'tt0157503', 'tt0139134', 'tt0117381', 'tt0887912', 'tt1790885', 'tt0099487', 'tt1800241', 'tt1045658', 'tt1028528', 'tt0110912', 'tt0073629', 'tt0117998', 'tt0107290', 'tt0369610', 'tt0181875', 'tt0169547', 'tt0265666', 'tt0093437', 'tt0147800', 'tt0137338', 'tt0112697', 'tt0113118', 'tt0112950', 'tt0165710', 'tt1355683', 'tt0264464', 'tt0203009', 'tt1915581', 'tt0102494', 'tt0118749', 'tt2267998', 'tt0278435', 'tt0103776', 'tt0114682', 'tt0125664', 'tt0077631', 'tt0113277', 'tt2404463', 'tt0209144', 'tt0252684', 'tt0117571', 'tt0115963', 'tt0070047', 'tt0071315', 'tt0115685', 'tt0118798', 'tt0286106', 'tt0993846', 'tt0120338', 'tt0149691', 'tt0051732', 'tt0038109', 'tt0055499', 'tt0468569', 'tt1343092', 'tt0119282', 'tt0120363', 'tt0910970', 'tt2948356', 'tt0108526', 'tt0102813', 'tt0103074', 'tt0144117', 'tt0421239', 'tt0212346', 'tt0110950', 'tt0106677', 'tt0159097', 'tt0120586', 'tt0110632', 'tt2379713', 'tt3079380', 'tt1659337', 'tt1408101', 'tt0119116', 'tt0120032', 'tt0325980', 'tt0265208', 'tt1285016', 'tt0482606', 'tt0320244', 'tt0368008', 'tt0458352', 'tt0091042', 'tt0120789', 'tt0119086']",you get to pick what happens
46,https://www.imdb.com/list/ls063787661/,['nuclear bomb goes off'],"['tt0059894', 'tt0090315', 'tt0099197', 'tt0087090', 'tt0056331', 'tt0164184', 'tt0064074', 'tt0112740', 'tt0057242', 'tt1535616', 'tt0183884', 'tt0158583', 'tt0049128', 'tt0119874', 'tt0267626', 'tt0072730', 'tt0458367', 'tt0898367', 'tt0085404', 'tt0090163', 'tt0086350', 'tt0086429', 'tt0053137', 'tt0083590', 'tt0058962', 'tt0058083', 'tt0057012', 'tt0086567', 'tt0124298', 'tt0114728', 'tt0097889', 'tt2298820', 'tt0898367', 'tt2267998', 'tt0089869', 'tt2366608', 'tt1745686', 'tt1037705', 'tt3464902', 'tt0462335']",nuclear bomb goes off
47,https://www.imdb.com/list/ls066189815/,['boss falls in love with employee'],"['tt0314331', 'tt0021647', 'tt0274812', 'tt0988595', 'tt1041829', 'tt5302658', 'tt0032596', 'tt1282142', 'tt1493842', 'tt0928154', 'tt5676118', 'tt1205535', 'tt2070776', 'tt1093908', 'tt4997624', 'tt5204384', 'tt0923612', 'tt6264244']",boss falls in love with employee
48,https://www.imdb.com/list/ls066257456/,['people have powers'],"['tt0078346', 'tt0081573', 'tt0348150', 'tt1133985', 'tt0259324', 'tt0435705', 'tt1071875', 'tt0413300', 'tt0316654', 'tt0800369', 'tt1981115', 'tt0086393', 'tt0770828', 'tt2015381', 'tt1431045', 'tt1270798', 'tt1430132', 'tt0458339', 'tt1843866', 'tt3498820', 'tt2395427', 'tt0478970', 'tt0145487', 'tt0948470', 'tt1872181', 'tt0290334', 'tt0120903', 'tt0376994', 'tt0458525', 'tt0286716', 'tt0800080', 'tt2975590', 'tt0327554', 'tt0287978', 'tt1877832', 'tt0167190', 'tt0411477', 'tt0486576', 'tt0120667', 'tt0848228', 'tt0409459', 'tt1502712', 'tt0181689', 'tt1631867', 'tt1386697', 'tt3385516', 'tt0087262', 'tt0297120', 'tt1477834', 'tt0974015', 'tt0451279', 'tt3315342', 'tt1211837', 'tt0084745', 'tt0098193', 'tt0831887', 'tt0448157', 'tt0088206', 'tt0465580', 'tt0489099', 'tt1464540', 'tt1219289', 'tt0120177', 'tt0357277', 'tt0242653', 'tt0234215', 'tt0133093', 'tt0110475', 'tt1727770', 'tt0245803', 'tt1706593', 'tt0217869', 'tt2872732', 'tt0072951', 'tt0078158', 'tt0112985', 'tt0091650', 'tt0181836', 'tt0465624', 'tt0426592', 'tt0467110', 'tt0383060', 'tt0405325', 'tt0493464', 'tt0116401', 'tt0117333', 'tt0090142', 'tt0094118', 'tt0207201', 'tt0289879', 'tt0211174', 'tt1291570', 'tt1618442', 'tt1075417', 'tt0814255', 'tt1854564', 'tt0494238', 'tt2194499', 'tt0452694', 'tt0117008']",people have powers
49,https://www.imdb.com/list/ls066339445/,['victims fight back'],"['tt1853739', 'tt1242432', 'tt2537176', 'tt2027136', 'tt0999913', 'tt2378453', 'tt2948790', 'tt0844708', 'tt0454841', 'tt4009278', 'tt1756799', 'tt1535616', 'tt1588170', 'tt0067023', 'tt0455960', 'tt1763264', 'tt3520418', 'tt0804461', 'tt0476964', 'tt0424136', 'tt4062536', 'tt0450278', 'tt4160708', 'tt0421239', 'tt1911644', 'tt1939659', 'tt1614989', 'tt3835080', 'tt0278435', 'tt0107286']",victims fight back
50,https://www.imdb.com/list/ls066596523/,['child dies'],"['tt0259393', 'tt4034228', 'tt0935075', 'tt0247425', 'tt0315733', 'tt11161474', 'tt4777584', 'tt0449467', 'tt0108394', 'tt2024519', 'tt1087578', 'tt0081283', 'tt0490204', 'tt0285742', 'tt1226232']",child dies
51,https://www.imdb.com/list/ls066983450/,['older woman falls in love with younger man'],"['tt0113720', 'tt0976051', 'tt1964624', 'tt1440732', 'tt3136112', 'tt0280707', 'tt0279113', 'tt1179258', 'tt0061722', 'tt0465551', 'tt0380609', 'tt0387514', 'tt1205535', 'tt0128445', 'tt0250797', 'tt0097044', 'tt0307553', 'tt0213847', 'tt0118566', 'tt2103267', 'tt2201548', 'tt2055765', 'tt0254686', 'tt3181822', 'tt0163651', 'tt0252866', 'tt1791682', 'tt1138489', 'tt0466816', 'tt2414196', 'tt0329111', 'tt1226236', 'tt1629242', 'tt1616096', 'tt1179794', 'tt1972819', 'tt2265534', 'tt2486678', 'tt1232200', 'tt3716530', 'tt2910904', 'tt3544112', 'tt2063666', 'tt1041829', 'tt0205246', 'tt0905357', 'tt1730704', 'tt1198075', 'tt3100274', 'tt3130734', 'tt0328828', 'tt1605630', 'tt2641874', 'tt1837636', 'tt1182887', 'tt0114681', 'tt0054698', 'tt3141190', 'tt0289635', 'tt1216520', 'tt0348593', 'tt0299594', 'tt2170427', 'tt0111093', 'tt0376006', 'tt1781769', 'tt1067583', 'tt0421715', 'tt0377107', 'tt1496422']",older woman falls in love with younger man
52,https://www.imdb.com/list/ls068239877/,['nature fights back'],"['tt0073195', 'tt0076271', 'tt0074593', 'tt0075913', 'tt0115109', 'tt0056869', 'tt0119051', 'tt0085382', 'tt0078087', 'tt0099052']",nature fights back
53,https://www.imdb.com/list/ls069952384/,"['best friends fall in love', 'childhood friends fall in love', 'friends fall in love', 'friends become lovers']","['tt0098635', 'tt0391304', 'tt0832266', 'tt0128853', 'tt1007028', 'tt1001508', 'tt0094006', 'tt0083641', 'tt1632708', 'tt0335559', 'tt0116191', 'tt0112697', 'tt1564367', 'tt0433400', 'tt0337563', 'tt0817230', 'tt0110950', 'tt1411238', 'tt0395495', 'tt0164114', 'tt0089981', 'tt0821640', 'tt0116606', 'tt0866439', 'tt0405325', 'tt0297037', 'tt1937269', 'tt1720616', 'tt1592873', 'tt0120376', 'tt0204175', 'tt2475914', 'tt0199725', 'tt1563738', 'tt0460812', 'tt0477095', 'tt0090103', 'tt0770703', 'tt0409011', 'tt1486834', 'tt0415283', 'tt2378884', 'tt0289889', 'tt1638002', 'tt1296898', 'tt0202402', 'tt0817177', 'tt3165612', 'tt2106529', 'tt3028418', 'tt1835977', 'tt3239442', 'tt0491152', 'tt0889573', 'tt1659337', 'tt0109830', 'tt1742336', 'tt0104561', 'tt0172684', 'tt0347304', 'tt0374887', 'tt0378072', 'tt1093370', 'tt0473367', 'tt1324059', 'tt1610452', 'tt1509732', 'tt1578261', 'tt1740710', 'tt2082197', 'tt2168910', 'tt2178470', 'tt1366312', 'tt0118308', 'tt0068068', 'tt0497613', 'tt0497612', 'tt0047756', 'tt0271280', 'tt0039123', 'tt0847182', 'tt0178737', 'tt0085052', 'tt0305999', 'tt0104036', 'tt0118694', 'tt0297884', 'tt0026264', 'tt0190332', 'tt1010048', 'tt0467406', 'tt1201607', 'tt0454945', 'tt0051658', 'tt1431706', 'tt0041414', 'tt4817002', 'tt2473942', 'tt2273711', 'tt2782216']",friends fall in love
54,https://www.imdb.com/list/ls070696037/,['you have to think'],"['tt0482571', 'tt0209144', 'tt1375666', 'tt0338013', 'tt1130884', 'tt0100802', 'tt0180093', 'tt0144084', 'tt0361862', 'tt0246578', 'tt1197624', 'tt0138704', 'tt0137523', 'tt1219289', 'tt0114369', 'tt0425210', 'tt0481369', 'tt1571222', 'tt0080025', 'tt0443543', 'tt1371111', 'tt0756683', 'tt0133093', 'tt0390384', 'tt0108052', 'tt0167404', 'tt2397535', 'tt0816692', 'tt0485947', 'tt1276104', 'tt0364569', 'tt0117381', 'tt0407887', 'tt0114814', 'tt0289879', 'tt0119174', 'tt0470752', 'tt2267998', 'tt4972582', 'tt1182345']",you have to think
55,https://www.imdb.com/list/ls070776831/,['kidnapper falls in love with victim'],"['tt0118789', 'tt0434409', 'tt2980794', 'tt1967545', 'tt0073772', 'tt0073802', 'tt0119086', 'tt0109402', 'tt0190332', 'tt0431077', 'tt0119535', 'tt0093693', 'tt1334470', 'tt0243595', 'tt1637688', 'tt0219965', 'tt0120780', 'tt1496797', 'tt0099328', 'tt1593807', 'tt0067162', 'tt1034449', 'tt0101026', 'tt0101414', 'tt2316801', 'tt2614032', 'tt0140090', 'tt0123102', 'tt0055464', 'tt0360717', 'tt1242544', 'tt0079086', 'tt0058625', 'tt2481512', 'tt3881700', 'tt4773564', 'tt0095836', 'tt0096875', 'tt0067224', 'tt0124020', 'tt0089256', 'tt0072597', 'tt1396536', 'tt3118920', 'tt2771200', 'tt5216022', 'tt1563742', 'tt10886166', 'tt7120602', 'tt0095836']",kidnapper falls in love with victim
56,https://www.imdb.com/list/ls076315553/,['nothing happens'],"['tt0107653', 'tt0335266', 'tt0109445', 'tt0113247', 'tt0060827', 'tt2112293', 'tt1821549', 'tt2042568', 'tt0077711', 'tt0094675', 'tt1723811', 'tt0986233', 'tt1602620', 'tt1068646', 'tt1560747', 'tt0118715', 'tt2692904', 'tt0147612', 'tt1065073']",nothing happens
57,https://www.imdb.com/list/ls079176486/,"['people are trapped', 'strangers are trapped together']","['tt4694518', 'tt1535616', 'tt6220752', 'tt3952108', 'tt9806370', 'tt7541106', 'tt4062536', 'tt8945942', 'tt1999995', 'tt10656752', 'tt8368406', 'tt8228288', 'tt1179933', 'tt2531362', 'tt3118452', 'tt5167934', 'tt2393827', 'tt2091478', 'tt1082807', 'tt4230078', 'tt9099102', 'tt5886046', 'tt1631707', 'tt1727358', 'tt8239736', 'tt1119191', 'tt6341832', 'tt11815960', 'tt1258197', 'tt9352356', 'tt0242527', 'tt0123755', 'tt0285492', 'tt5774060', 'tt0377713', 'tt1314655', 'tt0395585', 'tt0397065', 'tt0450340', 'tt2254131', 'tt10736580', 'tt10713340', 'tt0037017', 'tt1748227', 'tt2184339', 'tt1462758', 'tt1853739', 'tt0963794', 'tt0080040', 'tt0918575', 'tt1020530', 'tt1323045', 'tt1767382', 'tt0482606', 'tt1176252', 'tt0309698', 'tt0450385', 'tt0374563', 'tt1082868', 'tt1129428', 'tt0288477', 'tt3289956', 'tt1187064', 'tt0409182', 'tt0100157', 'tt0081505', 'tt1226681', 'tt3074578', 'tt0084787', 'tt0905372', 'tt3713166', 'tt3029476', 'tt1433562', 'tt4935334', 'tt1990181', 'tt2338027', 'tt1316622', 'tt2799166', 'tt0250258', 'tt0308152', 'tt0997152', 'tt9202550', 'tt1753693', 'tt0470055', 'tt2017038', 'tt1790864', 'tt2870612', 'tt0808276', 'tt1188990', 'tt1464535', 'tt0437179', 'tt3106120', 'tt1706620', 'tt0183649', 'tt0435625', 'tt1073105', 'tt1016301', 'tt2991296', 'tt2910814', 'tt1975159']",people are trapped
58,https://www.imdb.com/list/ls079180743/,['kids date'],"['tt1748122', 'tt1648099', 'tt1430094', 'tt1295061', 'tt0110366', 'tt0412922', 'tt0102492', 'tt0110613', 'tt0202521', 'tt0975684', 'tt0817177', 'tt1905042', 'tt0316396', 'tt1285313', 'tt0398808', 'tt1618447', 'tt0446802', 'tt0364517', 'tt0071833', 'tt1466570', 'tt0847183', 'tt1606180', 'tt2850536', 'tt0448267', 'tt0061793']",kids date
59,https://www.imdb.com/list/ls079599062/,['one person makes a difference'],"['tt0109830', 'tt0454921', 'tt0111161', 'tt0268978', 'tt0075148', 'tt1010048', 'tt0097165', 'tt0120815', 'tt1187043', 'tt1542344', 'tt0210945', 'tt1596346', 'tt0073486', 'tt1454029', 'tt0112573', 'tt1675434', 'tt0245429', 'tt0405159', 'tt0120382', 'tt0978762', 'tt1068680', 'tt0086879', 'tt0401383', 'tt0162222', 'tt0362227', 'tt0814314', 'tt5571734', 'tt0108052', 'tt0120689']",one person makes a difference
60,https://www.imdb.com/list/ls083718440/,['mafia falls in love'],"['tt0049406', 'tt0069792', 'tt0072895', 'tt0047296', 'tt0029118', 'tt0047136', 'tt0069897', 'tt0071517', 'tt0029217', 'tt0069890', 'tt0040978', 'tt0073697', 'tt0120780', 'tt0053291', 'tt0022286', 'tt0130121', 'tt0023202', 'tt0033373', 'tt0045963', 'tt0929425', 'tt6421110', 'tt5825380', 'tt1600196', 'tt0108399', 'tt0115736', 'tt0054821', 'tt0039822', 'tt0040607', 'tt0038559', 'tt0100212', 'tt7349662', 'tt0110413', 'tt0102685', 'tt0023563', 'tt0053472', 'tt0338564', 'tt0094226', 'tt0119488', 'tt0056327', 'tt0081070', 'tt0042788', 'tt0203119', 'tt0110912']",mafia falls in love
61,https://www.imdb.com/list/ls091290467/,"['jock falls for nerd', 'popular guy falls for nerd', 'popular girl falls for nerd', 'unpopular girl gets the guy', 'unpopular girl becomes popular', 'popular boy falls for nerd', 'popular girl falls for unpopular guy']","['tt1666801', 'tt3120280', 'tt0815244', 'tt0963743', 'tt0988595', 'tt3064298', 'tt0281358', 'tt5045900', 'tt0160862', 'tt1981677', 'tt0151738', 'tt0377092', 'tt1024255', 'tt3846674', 'tt9252508', 'tt0482527', 'tt5304992', 'tt9484998', 'tt1663676', 'tt3127020', 'tt4126476', 'tt1435513']",jock falls for nerd
62,https://www.imdb.com/list/ls095434861/,['joker appears'],"['tt0468569', 'tt2166834', 'tt0233298', 'tt1569923', 'tt0106364', 'tt0096895', 'tt7286456', 'tt1494772', 'tt3139086', 'tt0060153', 'tt4116284', 'tt4853102', 'tt1386697']",joker appears
